"County","State","Age.Percent 65 and Older","Age.Percent Under 18 Years","Age.Percent Under 5 Years","Education.Bachelor's Degree or Higher","Education.High School or Higher","Employment.Nonemployer Establishments","Ethnicities.American Indian and Alaska Native Alone","Ethnicities.Asian Alone","Ethnicities.Black Alone","Ethnicities.Hispanic or Latino","Ethnicities.Native Hawaiian and Other Pacific Islander Alone","Ethnicities.Two or More Races","Ethnicities.White Alone","Ethnicities.White Alone	 not Hispanic or Latino","Housing.Homeownership Rate","Housing.Households","Housing.Housing Units","Housing.Median Value of Owner-Occupied Units","Housing.Persons per Household","Income.Median Houseold Income","Income.Per Capita Income","Miscellaneous.Foreign Born","Miscellaneous.Land Area","Miscellaneous.Language Other than English at Home","Miscellaneous.Living in Same House +1 Years","Miscellaneous.Manufacturers Shipments","Miscellaneous.Mean Travel Time to Work","Miscellaneous.Percent Female","Miscellaneous.Veterans","Population.2020 Population","Population.2010 Population","Population.Population per Square Mile","Sales.Accommodation and Food Services Sales","Sales.Retail Sales","Employment.Firms.Total","Employment.Firms.Women-Owned","Employment.Firms.Men-Owned","Employment.Firms.Minority-Owned","Employment.Firms.Nonminority-Owned","Employment.Firms.Veteran-Owned","Employment.Firms.Nonveteran-Owned"
"Adams County","IL","19.3666666666666","22.5333333333333","6.23333333333333","22.5333333333333","90.6333333333333","1305","0.233333333333333","0.833333333333333","3.76666666666666","1.53333333333333","0","1.83333333333333","93.3333333333333","92.0666666666666","71.9333333333333","26978","30059","112066","2.41333333333333","47713","10113","1.46666666666666","1154.49333333333","0.0333333333333334","28.9666666666666","-1","5.1","50.9666666666666","5414","66572","67103","78.5","34403","355507","1689","415","871","89","1513","157","1385"
"Adams County","IN","14.9","31.3333333333333","9.36666666666666","14.9666666666666","84.4333333333333","1097","0.3","0.333333333333333","0.466666666666666","4.43333333333333","0","0.766666666666666","98.0666666666666","93.9333333333333","78.3","12245","13198","120500","2.79666666666666","48631","7771","0.766666666666666","375.243333333333","4.26666666666666","28.5666666666666","733517","6.63333333333333","50.3333333333333","1662","35129","34387","101.4","9217","125741","1165","285","693","31","1075","65","1043"
"Adams County","MS","17.6666666666666","20.7666666666666","5.76666666666666","17.4666666666666","78.5","799","0.433333333333333","0.533333333333333","53.4","8.7","0","1","44.5333333333333","36.9","66.1333333333333","11805","14655","84632","2.54666666666666","28231","6127","5.6","631.19","2.36666666666666","30.0999999999999","51678.3333333333","6.76666666666666","49","1848","31005","32297","69.8","29761","162915","1107","375","597","365","703","137","907"
"Adams County","ND","26.3","19.3","5.43333333333333","24","93.5","59","0.7","1.46666666666666","0.833333333333333","1.33333333333333","0","1.66666666666666","95.3","94","73.5","1079","1403","111266","2.08666666666666","50758","11151","1.56666666666666","3889.44","0.599999999999999","30.1333333333333","-1","4.2","51.0333333333333","197","2324","2343","2.4","-1","14377","109","43","41","-1","103","-1","101"
"Adams County","NE","17.3","23.4","6.33333333333333","21.7","90.4666666666666","749","1.03333333333333","1.56666666666666","1.1","9.53333333333333","0.1","1.23333333333333","94.9666666666666","86.6333333333333","68.7","12622","13764","108166","2.36333333333333","50634","9575","5.2","550.91","2.19999999999999","27.6333333333333","619647.666666666","4.93333333333333","50","2287","31373","31364","55.7","17659","151085","973","273","459","65","855","105","785"
"Adams County","OH","17.2333333333333","24.2666666666666","6.1","11.4666666666666","77.8666666666666","595","0.533333333333333","0.266666666666666","0.566666666666666","0.866666666666666","0","1.43333333333333","97.3","96.4666666666666","72.4","10770","12862","97032","2.58333333333333","36810","7453","0.3","1788.50333333333","-0.0999999999999999","29.0999999999999","34556.3333333333","11.5333333333333","50.6","1896","27913","28550","48.9","7133","74963","747","221","423","23","709","67","643"
"Adams County","PA","19.2333333333333","20.3333333333333","5.03333333333333","21.0333333333333","86.9333333333333","2231","0.4","0.9","1.93333333333333","6.83333333333333","0","1.36666666666666","95.3666666666666","89.3666666666666","77.1333333333333","38541","41771","200732","2.53333333333333","62078","10529","4.1","392.03","1.43333333333333","29.0333333333333","716219","8.76666666666666","50.7333333333333","8533","102426","101407","195.5","61891","267079","2481","799","1405","65","2327","281","2047"
"Adams County","WA","10.5666666666666","35.5","10.2666666666666","14.1","66.1","277","5.4","1.46666666666666","1.66666666666666","62.9","0.1","1.56666666666666","89.8999999999999","34.5666666666666","64.9666666666666","5816","6437","140566","3.22666666666666","45382","6747","24.8333333333333","640.993333333333","17.6666666666666","28.2333333333333","-1","5.53333333333333","49.0333333333333","760","19657","18728","9.7","6231","52603","387","119","203","129","237","35","327"
"Adams County","WI","28.1333333333333","14.6333333333333","3.6","12.7","86.0333333333333","379","1.13333333333333","0.533333333333333","3.1","4","0.0666666666666666","1.26666666666666","93.9333333333333","90.5","84.6333333333333","8538","17557","134100","2.25666666666666","45387","9079","3.23333333333333","214.549999999999","0.966666666666666","28.6333333333333","-1","8.63333333333333","46.5333333333333","2349","20361","20875","32.3","18363","64099","383","113","231","13","361","71","281"
"Addison County","VT","18.1666666666666","17.6333333333333","4.26666666666666","36.9333333333333","91.6333333333333","1307","0.233333333333333","1.8","1.1","2.23333333333333","0","1.93333333333333","94.8333333333333","93","74.7333333333333","14304","17189","239566","2.37333333333333","61317","11579","4.33333333333333","254.776666666666","1.33333333333333","28.2333333333333","-1","7.66666666666666","49.9666666666666","2420","37127","36821","48","18397","178969","1611","461","813","33","1511","123","1383"
"Aiken County","SC","18.3","21.8666666666666","5.7","24.8","85.8666666666666","3735","0.533333333333333","1","25.1666666666666","5.56666666666666","0.1","2","71.1666666666666","66.6","73.0666666666666","64790","75528","132166","2.48333333333333","46805","9463","3.76666666666666","655.103333333333","1.46666666666666","28.6666666666666","1546445","7.66666666666666","51.5666666666666","13787","166103","160099","149.5","-1","583149","4045","1475","2197","829","3065","581","3235"
"Aitkin County","MN","31.3333333333333","17.1666666666666","3.96666666666666","15.8333333333333","90.4","375","2.76666666666666","0.3","0.466666666666666","1.26666666666666","0","1.6","94.8666666666666","94","81.9333333333333","7721","16501","173532","2.03666666666666","44195","9757","1","1174.3","0.233333333333333","29.7666666666666","20687.6666666666","8.6","49.4333333333333","1976","15747","16202","8.9","6267","57763","481","89","231","-1","437","43","395"
"Alachua County","FL","13.2","18.0333333333333","5.43333333333333","41.4333333333333","91.6666666666666","6575","0.333333333333333","6","20.5333333333333","9.56666666666666","0.1","2.7","70.3666666666666","61.9333333333333","54.4","96693","116114","174166","2.47","44661","9547","10.6333333333333","468.766666666666","4.06666666666666","25.3","-1","6.8","51.7333333333333","16399","263742","247336","282.7","-1","1069563","6701","2391","3441","1603","4777","737","5585"
"Alamance County","NC","16.4333333333333","22.5999999999999","5.83333333333333","22.7333333333333","84.1","3537","1.43333333333333","1.63333333333333","19.9666666666666","12.4333333333333","0.1","2.03333333333333","74.8666666666666","64.7666666666666","66.4666666666666","61571","69676","142932","2.46","45257","9103","7.7","432.94","3.53333333333333","27.9666666666666","1046116.33333333","7.4","52.3666666666666","10209","160998","151131","356.5","84807","702803","3661","1267","1979","759","2763","399","3045"
"Alameda County","CA","13.1","21.0333333333333","5.96666666666666","43.6666666666666","87.0666666666666","50147","1.1","30.0333333333333","11.7333333333333","22.5666666666666","0.966666666666666","5.26666666666666","50.9","32.0666666666666","53.3","555773","602543","585632","2.78","81210","15769","31.3666666666666","484.826666666666","14.5333333333333","28.4","-1","10.7666666666666","50.9","58694","1634731","1510271","2043.6","1064139","6967003","50187","19101","25461","25007","23099","3403","44675"
"Alamosa County","CO","13.0333333333333","24","7.23333333333333","24.4666666666666","85.4333333333333","387","5.5","1.63333333333333","1.86666666666666","46.2","0.3","3.06666666666666","87.7","48.7","60.2666666666666","5981","6842","144032","2.48666666666666","35518","7375","7.5","648.273333333333","9.36666666666666","26.7","4610","4.2","49.7666666666666","1011","16243","15445","21.4","11797","93561","557","179","267","169","347","25","495"
"Albany County","NY","16","18.7","5","39.8","92.1","6503","0.3","6.13333333333333","13.8333333333333","5.9","0.1","2.63333333333333","77","73.0666666666666","58.3333333333333","123980","139799","213700","2.33","61680","12543","9.7","499.186666666666","3.73333333333333","27.6333333333333","1182453.33333333","6.3","51.6666666666666","17299","310395","304204","581.9","288861","1920923","7969","2373","4835","1073","6431","671","6739"
"Albany County","WY","10.6","16.3666666666666","4.96666666666666","49.2666666666666","95.5","909","1.1","3.36666666666666","1.86666666666666","9.5","0.1","2.46666666666666","91.1666666666666","82.9","51.1999999999999","15485","18996","212666","2.25333333333333","44956","9713","6.03333333333333","1423.94666666666","2.93333333333333","21.8","-1","3.56666666666666","47.8666666666666","2301","37563","36299","8.5","26517","159849","1131","415","487","91","955","75","935"
"Albemarle County","VA","17.4333333333333","20.5666666666666","5.4","53.1666666666666","91.6333333333333","3309","0.4","5.1","9.83333333333333","5.73333333333333","0.1","2.53333333333333","82.1333333333333","77.3","65.1666666666666","39140","44976","331500","2.45333333333333","71775","14931","10","239.566666666666","3.23333333333333","26.0666666666666","262126.333333333","6.66666666666666","52.1666666666666","6794","107123","98970","137.3","76855","499169","3685","1321","1903","411","3121","433","2977"
"Alcona County","MI","35.2333333333333","13","3.06666666666666","14.2999999999999","87.7","211","0.7","0.333333333333333","0.366666666666666","1.53333333333333","0.0333333333333333","1.06666666666666","97.4","95.9666666666666","89.4666666666666","4903","11104","105866","2.14333333333333","38287","8543","1.5","438.483333333333","0.0666666666666666","29.5999999999999","9177.33333333333","7.93333333333333","49.7666666666666","1578","10360","10942","16.2","1309","17493","309","91","173","-1","301","13","289"
"Alcorn County","MS","17.6666666666666","23.3666666666666","6.06666666666666","17.3","79.4333333333333","821","0.333333333333333","0.4","12.4666666666666","3.13333333333333","0","1.1","85.6333333333333","82.8333333333333","70.3","14669","17180","90432","2.49666666666666","36428","7969","1.4","434.626666666666","0.233333333333333","28.4333333333333","364223.666666666","6.8","51.1666666666666","2171","36500","37057","92.6","18447","179327","1065","349","517","87","907","93","845"
"Aleutians East Borough","AK","7.89999999999999","9.26666666666666","2.53333333333333","11.8333333333333","80.8333333333333","71","20.4","41.6","11.4","13.7333333333333","0.799999999999999","3.56666666666666","22.2333333333333","10.7","57.7333333333333","585","749","118966","2.51","63916","11311","46.7666666666666","2764.06","10.6","27.2","-1","1.06666666666666","31.4333333333333","113","3380","3141","0.4","-1","-1","99","7","67","71","15","-1","91"
"Aleutians West Census Area","AK","6.06666666666666","12","3.5","14.5333333333333","84.9666666666666","71","12.7","36.3666666666666","7.43333333333333","14.0666666666666","2.36666666666666","4.56666666666666","36.5","25.8","33.6666666666666","1083","1942","238666","3.59333333333333","83723","13215","37.1333333333333","1763.09333333333","18.7333333333333","26.0999999999999","199504.333333333","2","32.9333333333333","332","5578","5561","1.3","4743","17807","113","21","75","51","51","-1","97"
"Alexander County","IL","19.8333333333333","22.6666666666666","6.1","9.9","78.5666666666666","83","0.5","0.3","35","2.03333333333333","0.133333333333333","2.26666666666666","61.8333333333333","60.4333333333333","68.4333333333333","2626","3955","54932","2.69666666666666","30250","6505","0.966666666666666","630.743333333333","-0.4","29.2666666666666","-1","9.43333333333333","50.2666666666666","618","6742","8238","35","719","8067","173","91","49","65","97","27","135"
"Alexander County","NC","19.4","20.6333333333333","5","12.5333333333333","80.3333333333333","789","0.433333333333333","1.06666666666666","5.9","4.53333333333333","0.0333333333333333","1.43333333333333","91.0666666666666","87.1","76.9","14123","16316","126366","2.55666666666666","43343","8895","2.83333333333333","585.503333333333","1.33333333333333","29.4333333333333","197155.333333333","7.5","49.1333333333333","2357","37076","37198","143.1","-1","64921","967","209","675","31","913","149","773"
"Alexandria city","VA","10.5","17.9333333333333","7.36666666666666","61.9666666666666","91.8","-1","0.6","6.56666666666666","22.3333333333333","16.6333333333333","0.0666666666666666","3.83333333333333","65","52.1666666666666","43.3","67111","50219","508766","2.18333333333333","90782","20891","26.6","4.34333333333333","10.5","25.6666666666666","91015","9.96666666666666","51.6666666666666","10946","153539","139966","9314.3","215821","805337","5845","2293","3083","2099","3437","591","4933"
"Alfalfa County","OK","18.6333333333333","19.5333333333333","5.16666666666666","21.5333333333333","85.8","127","4.13333333333333","0.4","4.43333333333333","5.33333333333333","0.1","2.63333333333333","88.3333333333333","84.1666666666666","78.1333333333333","1979","2736","70300","2.35666666666666","50491","9203","2.2","13660.1133333333","1.16666666666666","28.1666666666666","-1","6.06666666666666","40.0333333333333","561","5760","5642","6.5","1019","19045","171","43","77","13","149","11","141"
"Alger County","MI","24.5666666666666","15.2666666666666","3.53333333333333","17.2","89.5666666666666","189","4.16666666666666","0.5","7.03333333333333","1.43333333333333","0","3.1","85.2333333333333","84.2","84.6","3407","6633","123466","2.46","40246","6949","1.26666666666666","620.61","-0.166666666666666","27.5","-1","7.76666666666666","44.9","1016","9255","9601","10.5","5583","21545","267","79","107","19","223","15","213"
"Allamakee County","IA","22.0333333333333","22.8333333333333","6.39999999999999","15.8666666666666","88.7666666666666","379","0.633333333333333","0.5","1.46666666666666","6.16666666666666","0.3","0.866666666666666","96.3","91","79.4333333333333","5892","7718","119732","2.33","49959","9295","4.63333333333333","684.5","3.1","29.0666666666666","87362.3333333333","7.1","48.8666666666666","1154","14044","14330","22.4","3233","48207","431","163","197","-1","413","17","393"
"Allegan County","MI","15.7333333333333","24.5333333333333","6.03333333333333","21","90.3","2773","0.766666666666666","0.833333333333333","1.46666666666666","7.23333333333333","0","1.83333333333333","95.1","88.5666666666666","82.1333333333333","42334","50503","148600","2.64333333333333","55695","9737","3.2","449.71","1.33333333333333","29.6666666666666","1762186","7.29999999999999","50.0666666666666","6772","116065","111408","135","43963","316639","3277","979","1787","173","3025","229","2893"
"Allegany County","MD","19.6666666666666","17.5","4.7","17.5","88.2666666666666","977","0.2","1.03333333333333","8.23333333333333","1.7","0.1","1.9","88.6","87.1666666666666","69.4666666666666","28089","33062","121100","2.33","41493","7867","2.03333333333333","1651.09333333333","0.666666666666666","27.5333333333333","-1","6.6","47.8333333333333","6176","71338","75087","177","-1","307611","1439","457","797","103","1245","137","1199"
"Allegany County","NY","17.9333333333333","20.5","5.16666666666666","19.5666666666666","89.1333333333333","841","0.3","1.3","1.33333333333333","1.63333333333333","0","1.33333333333333","95.7333333333333","94.5","74.2666666666666","18508","26140","71866","2.32333333333333","44433","8285","2.23333333333333","876.89","0.966666666666666","28.5999999999999","280589.333333333","6.66666666666666","49.3333333333333","4059","47310","48946","47.6","16675","90357","901","305","483","61","807","79","765"
"Alleghany County","NC","25.6666666666666","17.7333333333333","4.39999999999999","17.9666666666666","78.7666666666666","317","0.5","0.8","1.86666666666666","9.63333333333333","0","1.4","95.4","86.9","76.3","4835","8163","150668","2.24333333333333","36056","7755","5.93333333333333","239.286666666666","1.86666666666666","30","-1","7.43333333333333","50.3333333333333","805","10881","11155","47.5","3611","22629","375","91","235","39","317","23","325"
"Alleghany County","VA","24.7","18.8333333333333","4.33333333333333","15.9333333333333","83.8","213","0.233333333333333","0.433333333333333","4.76666666666666","1.46666666666666","0.1","1.63333333333333","92.8666666666666","91.6666666666666","78.6666666666666","6717","8036","116300","2.31333333333333","45788","9111","1.36666666666666","147.82","-0.0666666666666667","29.7666666666666","-1","7.86666666666666","50.9","1305","15622","16250","36.5","4681","25047","297","61","197","11","273","33","249"
"Allegheny County","PA","18.0333333333333","18.8666666666666","5.26666666666666","37.8","93.4666666666666","28565","0.2","3.66666666666666","13.4","2.03333333333333","0","2.1","80.6333333333333","79.1","65.1","531182","594557","133166","2.23666666666666","54590","12901","5.3","791.206666666666","1.83333333333333","27.9666666666666","5426490","8.4","51.7333333333333","86807","1237695","1223348","1675.6","980191","6851247","32165","10223","18707","4033","26737","3303","27057"
"Allen County","IN","13.7","26.0666666666666","7.13333333333333","27.0333333333333","89.1333333333333","8113","0.5","3.86666666666666","12.0666666666666","7.36666666666666","0.1","2.93333333333333","80.4666666666666","74.3","69.3333333333333","140496","156547","118232","2.54333333333333","51198","9719","6.36666666666666","880.53","3.03333333333333","27.6333333333333","5400046.33333333","6.53333333333333","51.1666666666666","22285","372414","355329","540.6","214369","1732555","9521","3177","5185","1543","7577","959","8065"
"Allen County","KS","19.6666666666666","22.9333333333333","5.83333333333333","17.5","89.7","267","0.933333333333333","0.733333333333333","2.2","3.46666666666666","0","2.66666666666666","93.3","90.5666666666666","73.5333333333333","5461","6288","68632","2.32","42146","7909","1.3","403.953333333333","0.133333333333333","28.0333333333333","156965","5.26666666666666","51","1096","12783","13371","26.7","4397","50927","497","115","223","31","449","17","429"
"Allen County","KY","16.7666666666666","23.5999999999999","6.13333333333333","13.8333333333333","78.3","499","0.3","0.3","1.16666666666666","2.06666666666666","0","1.26666666666666","96.9666666666666","95.1333333333333","74.1","7909","9388","104732","2.54666666666666","41350","7429","1.56666666666666","526.206666666666","1.46666666666666","29.2666666666666","-1","7.76666666666666","50.5333333333333","1354","20452","19956","58","-1","37085","413","109","253","-1","399","33","359"
"Allen County","OH","16.6333333333333","23.2","6.1","17.7666666666666","89.0333333333333","1787","0.3","0.8","12.4333333333333","2.96666666666666","0","2.9","83.5333333333333","81.2","68.1","40584","44956","109366","2.48666666666666","46259","8919","1.56666666666666","847.113333333333","0.366666666666666","27.8","5090130.33333333","5.89999999999999","49.5666666666666","7683","104096","106331","264.2","70441","547173","2415","725","1313","203","2035","261","1957"
"Allen Parish","LA","13.9333333333333","22.4666666666666","6.2","11.1666666666666","77.6333333333333","389","2.43333333333333","0.733333333333333","23.0333333333333","2.16666666666666","0","1.76666666666666","71.9333333333333","70.4333333333333","73.0333333333333","8041","9875","85566","2.67","41101","6987","4.66666666666666","872.116666666666","2.63333333333333","27.2","-1","8.66666666666666","43.3666666666666","1548","24727","25764","33.8","-1","52519","389","135","217","63","307","59","311"
"Allendale County","SC","17.8333333333333","19.3333333333333","5.03333333333333","13.0666666666666","74.5333333333333","145","0.333333333333333","0.7","72.8666666666666","3.16666666666666","0.0333333333333333","0.833333333333333","25.2333333333333","22.9666666666666","65.0666666666666","3406","4461","60000","2.53666666666666","25896","5661","1.5","568.016666666666","0.666666666666666","29.3666666666666","148984","8.86666666666666","46.7333333333333","596","9143","10419","25.5","-1","11299","223","91","109","145","67","21","189"
"Alpena County","MI","22.3","19.1666666666666","4.7","16.6666666666666","89.3","623","0.6","0.6","0.433333333333333","1.36666666666666","0.0666666666666666","1.23333333333333","97.0666666666666","95.8333333333333","77.7","12851","15992","96432","2.22333333333333","39798","8651","1.36666666666666","743.473333333333","0.333333333333333","28.2333333333333","160099.666666666","4.89999999999999","50.8","2720","28962","29598","51.8","11713","149605","773","265","357","11","709","61","595"
"Alpine County","CA","22.8666666666666","19.2333333333333","3.63333333333333","32.3","90.6666666666666","33","25.0333333333333","1.4","0.333333333333333","10.5","-0.333333333333333","3.73333333333333","69.5","63.5666666666666","82.3333333333333","380","1769","344166","2.89","60340","12245","4.23333333333333","390.023333333333","2.56666666666666","29.6333333333333","-1","5.36666666666666","47.3666666666666","145","1144","1175","1.6","-1","191","41","15","-1","-1","37","-1","37"
"Amador County","CA","25.9","15.2333333333333","3.83333333333333","19.3","88.7333333333333","943","2.23333333333333","1.5","2.3","13.5","0.233333333333333","3.33333333333333","90.3333333333333","78.8333333333333","76.2333333333333","14372","18373","284900","2.34","56712","10661","5.8","469.146666666666","2.86666666666666","28.5666666666666","46543","10.2333333333333","46.4666666666666","4359","37986","38091","64.1","80673","107165","935","305","459","85","817","85","787"
"Amelia County","VA","18.8333333333333","21","5.36666666666666","15.0333333333333","80.5666666666666","289","0.6","0.933333333333333","21.4","3.13333333333333","0.0666666666666666","1.66666666666666","75.3666666666666","73.1333333333333","81.4","4856","5509","187600","2.61","54571","10561","1.2","117.756666666666","0.599999999999999","29.2666666666666","32806","12.6333333333333","51.1","1048","12991","12690","35.7","1681","23685","297","111","147","51","231","21","257"
"Amherst County","VA","19.8","19.6333333333333","5.06666666666666","17.9666666666666","81.2666666666666","531","0.9","0.533333333333333","19.1","2.26666666666666","0","2.23333333333333","77.1666666666666","75.2333333333333","75.1","12508","14142","151000","2.46666666666666","47591","8903","1.8","157.31","0.266666666666666","28.4666666666666","190673.666666666","8.43333333333333","51.9333333333333","2555","31797","32353","68.3","-1","91121","705","269","363","131","543","61","605"
"Amite County","MS","22.0333333333333","20.8333333333333","5.7","11.9333333333333","77.1","271","0.266666666666666","0.133333333333333","40.6","1.1","0","0.833333333333333","58.1333333333333","57.5","85.1666666666666","5214","6708","74732","2.44666666666666","31826","7187","0.4","534.893333333333","-0.333333333333333","31.3","16098","12.6333333333333","51.5","718","12659","13131","18","475","13075","273","99","143","103","163","35","229"
"Anchorage Municipality","AK","9.83333333333333","24.5999999999999","7.23333333333333","33.9","92.9666666666666","6991","8.5","9.46666666666666","6.2","9.06666666666666","2.53333333333333","8","65.3333333333333","58.8333333333333","60.8333333333333","105660","115980","293466","2.71666666666666","79944","13803","9.9","1269.94666666666","5.26666666666666","26.0666666666666","159946.333333333","5.63333333333333","48.7666666666666","29182","297756","291826","171.2","368729","1655599","8677","3175","4311","1783","6423","1095","7021"
"Anderson County","KS","20.9","25.3666666666666","6.36666666666666","18.7","88.6","205","0.766666666666666","0.7","0.6","1.83333333333333","0.0666666666666666","1.76666666666666","96.2","94.5","75.7333333333333","3240","3727","96100","2.41666666666666","44545","8101","0.3","898.69","0.0666666666666666","28.5","-1","8.03333333333333","50.5","605","7869","8102","14","-1","30713","191","57","77","-1","181","29","145"
"Anderson County","KY","14.9","23.7666666666666","5.83333333333333","20.3333333333333","88.1","507","0.233333333333333","0.633333333333333","2.16666666666666","1.63333333333333","0.0666666666666666","1.53333333333333","95.4333333333333","93.9333333333333","75.0333333333333","8445","9348","138132","2.57666666666666","53542","9081","1.3","418.783333333333","0.0666666666666666","27.4333333333333","248829","8.2","51.0666666666666","1396","22542","21421","106.1","6801","62959","485","147","227","23","443","69","385"
